78,Reglamentos - Documento,
79,Reglamentos - Categoría,
80,Legislaciones - Documento,
81,Legislaciones - Categoría,
82,Guías práctica clínica - Categoría,
83,Guías práctica clínica - Documento,
84,Guías manejo clínico forense - Categoría,
85,Guías manejo clínico forense - Documento,
86,Manuales y Modelos de atención diferencial a víctimas - Categoría,
87,Manuales y Modelos de atención diferencial a víctimas - Documento,
88,Protocolos de atención a usuarios/víctimas (pacientes) - Categoría,
89,Protocolos de atención a usuarios/víctimas (pacientes) - Documento,
90,Protocolos de vigilancia epidemiológica - Categoría,
91,Protocolos de vigilancia epidemiológica - Documento,
92,Actos de Ley - Categoría,
93,Actos de Ley - Documento,
94,Proyectos de ley - Categorìa,
95,Proyectos de ley - Documento,
96,Conceptos técnicos - Categoría,
97,Conceptos técnicos - Documento,
98,Registros de Acuerdos de licencia - Categoría,
99,Registros de Acuerdos de licencia - Documento,
100,Procesos de apropiacion social del conocimiento para el fortalecimiento o solucion de asuntos de interes - Categoría,
101,Procesos de apropiacion social del conocimiento para el fortalecimiento o solucion de asuntos de interes - Documento,
102,Procesos de apropiación social del conocimiento para la generación de insumos de política pública y normatividad - Documento,
103,Procesos de apropiación social del conocimiento para la generación de insumos de política pública y normatividad - Categoría,
104,Procesos de Apropiación social del conocimiento para el fortalecimiento de cadenas productivas - Categoría,
105,Procesos de Apropiación social del conocimiento para el fortalecimiento de cadenas productivas - Documento,
106,Procesos de apropiación social del conocimiento resultado del trabajo conjunto entre un Centro de Ciencia y un grupo de Investigación - Categoría,
107,Procesos de apropiación social del conocimiento resultado del trabajo conjunto entre un Centro de Ciencia y un grupo de Investigación - Documento,
108,Eventos científicos con componentes de apropiación - Categoría,
110,Eventos científicos con componentes de apropiación - Documento,
111,Red de conocimiento especializado  - Categoría,
112,Red de conocimiento especializado  - Documento,
113,Talleres de Creación - Categoría,
114,Talleres de Creación - Documento,
115,"Eventos artísticos, de arquitectura o de diseño - Documento","Eventos artísticos, de arquitectura o de diseño con componentes de apropiación"
116,"Eventos artísticos, de arquitectura o de diseño - Categoría",
117,Documento de trabajo (Working paper) - Categoría,
118,Documento de trabajo (Working paper) - Documento,
119,Nueva Secuencia Genética - Categoría,
120,Nueva Secuencia Genética - Documento,
121,Ediciones de revista o libro de divulgación científica - Categoría,
122,Ediciones de revista o libro de divulgación científica - Documento,
123,Informe Final de Investigación - Categoría,
124,Informe Final de Investigación - Documento,
125,Informes técnicos - Categoría,
126,Informes técnicos - Documento,
127,Consultorías científicas- tecnologías  - Categoría,
128,Consultorías científicas- tecnologías - Documento,
129,"Consultorías en arte, arquitectura y diseño - Categoría",
130,"Consultorías en arte, arquitectura y diseño - Documento",
131,Libro - Tipo,Son los tipos de libros que permiten clasificar un libro (pueden ser de diferentes tipologías)
132,Publicaciones editoriales no especializadas - Categoría,
133,Publicaciones editoriales no especializadas - Documento,
134,Producciones de contenido digital - Categoría,
135,Producciones de contenido digital - Documentos,
136,Producción de estrategias y contenido transmedia - Categoría,
137,Producción de estrategias y contenido transmedia - Documento,
138,Desarrollos web - Categoría,
139,Desarrollos web - Documento,
140,Libro de divulgación o compilación de divulgación - Categoría,
141,Libro de divulgación o compilación de divulgación - Documento,
142,Libros de formación (Q2 y Q3) - Categoría,
143,Libros de formación (Q2 y Q3) - Documento,
144,Manuales y guías especializados - Categoría,
145,Manuales y guías especializados - Documento,
146,Generaciones de Contenidos - Categoría,
147,Generaciones de Contenidos - Documento,
148,Boletines divulgativos - Categoría,
149,Boletines divulgativos - Documento,
150,Libros de creación (piloto) - Categoría,
151,Libros de creación (piloto) - Documento,
152,Dirección de Tesis de Doctorado - Categoría,
153,Dirección de Tesis de Doctorado - Documento,
154,Dirección de Trabajo de Grado de Maestría - Categoría,
155,Dirección de Trabajo de Grado de Maestría - Documento,
156,Proyecto de Investigación y Desarrollo - Categoría,
157,Proyecto de Investigación y Desarrollo - Documentos,
158,Proyecto de Investigación- Creación - Categoría,
159,Proyecto de Investigación- Creación -Documento,
160,Dirección de Trabajos de grado de Pregrado - Categoría,
161,Dirección de Trabajos de grado de Pregrado - Documento,
162,Proyecto ID+I con formación - Categoría,
163,Proyecto ID+I con formación - Documento,
164,Proyecto de extensión y responsabilidad social en CTeI - Categoría,
165,Proyecto de extensión y responsabilidad social en CTeI - Documento,
166,Apoyo a creación programa o curso de formación de investigadores - categoría,
167,Apoyo a creación programa o curso de formación de investigadores - Documento,
168,Acompañamiento y asesoría de línea temática del Programa Ondas - Categoría,
169,Acompañamiento y asesoría de línea temática del Programa Ondas - Documento,
170,Proyecto,
171,Facultad,
178,Empresa - Tipo,
179,Innovación - Tipo,
180,Normatividad - Tipo,
181,Guías y Manuales - Tipo,
182,Protocolo y Acto - Tipo,
184,Norma - Tipo,
185,Reglamentos - Tipo,
186,Legislacion - Tipo,
187,Regulacion - Tipo,
188,Regulacion - Categoria,
189,Regulacion - Documentos,
190,Procesos de apropiación social - Tipo,
